OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00049,16.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00049,8.25
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00038,7.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00038,0.25
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00038,0.25
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00038,7.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00090,25.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00101,1.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00102,1.5
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00074,24.75
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,24.75
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00102,18
5/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00090,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00043,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00105,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00107,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00108,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00109,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00039,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0176,CST-00039,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00110,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00105,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00111,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00045,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0396,CST-00112,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00113,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00114,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00086,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00116,1.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00117,1.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00105,15
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00116,18.1
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,1.28
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,0.43
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00118,0.45
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,1.23
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,0.65
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,0.08
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,0.93
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00084,5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00119,10
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00025,0.05
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00120,0.05
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00120,1.38
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00120,16.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00121,10.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,18
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,7.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00116,7.4
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00122,9
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00123,4.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00120,6.83
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00025,0.05
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00093,19.25
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,11
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,1.3
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,1
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,1.38
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,1.83
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00093,13.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0326,CST-00124,13.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0326,CST-00124,11
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00122,16.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00105,25.5
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00118,0.15
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00125,0.93
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00125,11
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00125,0.45
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00025,0.05
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00123,21
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00074,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,24.75
6/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00039,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00126,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00127,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00128,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00128,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00128,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00129,25.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00092,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00092,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00130,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00023,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00018,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00006,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00006,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00131,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00008,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00132,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00074,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00008,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00133,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00133,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00010,24.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00003,15
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0159,CST-00134,15
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00028,5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00130,17.68
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00130,7.08
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00030,22.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00135,10.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00025,0.05
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00025,0.05
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00010,1.25
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00010,0.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00010,0.73
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00136,0.15
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00137,4.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00138,0.1
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00136,1.35
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00066,16.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00034,22.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00131,6.83
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00133,2.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00132,5.5
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00132,0.1
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00132,19.15
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00131,17.93
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00133,22
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00025,0.05
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,2.75
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,0.08
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,21.93
8/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00066,9
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0375,CST-00117,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00039,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00039,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00140,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00141,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00143,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00145,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00043,25.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00146,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00147,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00149,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0054,CST-00150,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00151,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00151,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00149,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0317,CST-00020,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00132,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00010,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00152,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00035,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00132,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00132,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00075,9
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00153,8.4
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00153,16.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00153,0.6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00154,6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00155,6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0202,CST-00156,5.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00156,9.63
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00146,22
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00146,2.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00105,7.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00125,4.25
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00157,0.68
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00125,1.2
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00158,12.38
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00158,12.38
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,18
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00080,0.03
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00159,7.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00105,18
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00028,3
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00105,10.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00080,0.88
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00080,0.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00080,0.6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00080,0.33
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00080,0.1
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00025,0.03
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00025,0.03
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00160,15
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,13.65
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,7.15
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00162,16.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00162,7.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00162,1.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00163,7.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00164,15
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00163,18
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,18.2
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,8.45
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,18.85
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,1.95
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,20.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,12.35
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,2.6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00166,18
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,8.25
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00052,16.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0315,CST-00024,1.38
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00167,9.63
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00167,15.13
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00155,2.88
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00159,10.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00157,0.7
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00147,15.08
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00147,9.63
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00147,0.05
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0148,CST-00049,24.75
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00080,0.03
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00080,0.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0113,CST-00080,0.53
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00080,0.2
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00080,8.25
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00080,0.8
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0113,CST-00080,0.28
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00155,0.13
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00155,22.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00164,6
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0315,CST-00024,6.15
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00025,0.03
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00024,16.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00140,10.5
9/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00140,15
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00168,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00087,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00039,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00037,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00003,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,25.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00158,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00158,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00139,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00139,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00056,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00056,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00052,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00052,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00052,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00052,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00052,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00169,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00074,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00074,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00074,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00074,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00121,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00170,0.3
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,0.03
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00171,10.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00125,0.48
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00027,2.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00125,0.15
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00172,2.75
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00173,13.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00054,18
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00174,21
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00045,18
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00053,0.48
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00053,1.03
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00175,15
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00176,15
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00030,22.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00025,0.1
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00025,0.2
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00034,22.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,0.65
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,13
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,6.5
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,7.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,13.65
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00165,20.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00177,16.25
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00177,6.25
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.63
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,0.13
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00025,0.03
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00027,1.25
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00027,0.8
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00027,0.7
10/1/2024,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00170,0.1
